Offense_Code,Offense_Category,Description,Police_District,Beat,Occurence_Date
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2A,2021/07/01 06:40:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,2021/07/01 08:39:00+00
2699,FRAUD,587C PC EVADE PAYMENT RAILFARE,2,2C,2021/07/01 15:32:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/06/22 07:02:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/06/25 00:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,2021/06/24 12:45:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,2021/06/24 21:43:00+00
2699,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,5,5B,2021/05/16 19:00:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,2021/06/26 01:50:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,2021/06/16 15:00:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1B,2021/06/09 01:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,2021/06/28 12:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/06/28 17:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,2021/06/28 07:30:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/07/01 20:23:00+00
7399,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,4,4A,2021/07/01 20:10:00+00
2803,STOLEN PROP,496(A) REC STOLEN PROP-FEL,UI,UI,2021/06/25 05:43:00+00
2501,FORGERY,470(D) FORGERY - CHECKS ETC,5,5A,2021/06/28 01:08:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,2021/07/01 05:42:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1A,2021/07/01 15:20:00+00
1299,ROBBERY,211 PC ROBBERY-BUSINESS,6,6E,2021/06/30 13:09:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,2021/07/01 17:16:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3A,2021/06/30 13:00:00+00
5212,WEAPON OFFENSE,21810 POSS METAL KNUCKLES-FEL,2,2B,2021/07/01 10:11:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6B,2021/06/30 20:43:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/07/01 19:59:00+00
3599,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,3,3B,2021/07/01 17:43:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,2021/07/01 16:59:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2A,2021/07/01 11:34:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,2021/07/01 02:57:00+00
5212,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,2,2A,2021/07/01 03:48:00+00
7399,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,2021/06/30 23:35:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3A,2021/07/01 23:00:00+00
2502,FORGERY,470(A) PC FORGE ID/DL W/INTENT,1,1C,2021/07/02 01:31:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,3,3B,2021/07/02 05:35:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,2021/07/01 22:58:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,2021/07/02 04:57:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,2021/06/30 22:49:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,2021/07/02 01:25:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,2021/06/24 22:54:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,2021/06/27 01:03:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,2021/06/30 19:21:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,4,4C,2021/06/24 01:51:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,2021/06/24 19:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,2021/06/30 15:51:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,2021/06/26 05:32:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,2021/06/30 18:59:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/07/02 17:12:00+00
2304,LARCENY,484 PC PETTY THEFT AUTO PART,3,3B,2021/06/27 01:45:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,2021/06/25 07:00:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,2021/07/02 00:22:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,2021/06/24 12:00:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,2021/07/02 07:07:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/06/30 09:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/05/01 07:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,2021/06/28 10:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1C,2021/06/26 15:30:00+00
2604,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,6,6C,2021/06/25 19:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,2021/06/25 01:20:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4B,2021/06/22 03:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/22 18:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6A,2021/06/21 15:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/07/02 05:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1B,2021/06/26 08:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,2021/06/25 14:22:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/06/25 20:33:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,2021/06/30 19:50:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,2021/06/30 01:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2B,2021/06/24 07:56:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,2021/07/01 21:42:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6D,2021/06/22 04:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/06/22 21:10:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,6,6E,2021/07/02 04:23:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,2021/07/02 05:46:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,2,2C,2021/07/02 03:54:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,2021/06/10 20:43:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/06/26 21:09:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,2021/07/01 03:38:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5C,2021/07/01 01:07:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/06/26 21:45:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,2021/06/29 11:09:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1B,2021/06/23 07:56:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,2021/06/17 22:10:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,2021/06/17 09:10:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,2021/06/26 23:47:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,2021/07/01 15:36:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,2021/06/27 00:33:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,2021/07/01 00:45:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,2021/06/30 23:20:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/06/30 19:45:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/06/27 01:58:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,2021/06/30 14:42:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/06/27 01:10:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,2021/06/30 04:30:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,2021/06/27 20:16:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/06/29 23:53:00+00
2303,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4B,2021/06/26 18:36:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,2021/06/29 20:58:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4A,2021/07/02 17:50:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,2021/07/02 08:10:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,2021/07/03 01:40:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,2021/07/02 08:57:00+00
2309,LARCENY,484 PC PETTY THEFT/OUTSIDE,3,3B,2021/07/02 09:09:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,3,3B,2021/07/01 18:50:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,2021/06/29 06:05:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/06/30 17:04:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/06/29 21:30:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,2021/06/30 17:08:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,2021/07/02 00:56:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,2021/06/22 20:25:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,2021/06/30 02:29:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/07/01 13:58:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,2021/06/18 23:26:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/06/29 17:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/06/25 01:32:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/07/03 04:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/07/01 12:00:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1B,2021/05/21 03:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/06/08 20:50:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/06/17 09:05:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4B,2021/06/25 17:25:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/06/29 16:55:00+00
2205,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,6,6D,2021/07/01 06:21:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/07/01 08:15:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3A,2021/06/27 04:00:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2C,2021/06/26 19:18:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,2021/06/27 16:50:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/06/26 07:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5A,2021/06/27 11:45:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/06/27 19:12:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/06/27 06:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/06/27 21:02:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/06/26 06:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/06/27 11:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/06/16 13:00:00+00
2310,LARCENY,1708 US THEFT OF MAIL,2,2A,2021/06/26 20:05:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,2021/06/27 07:45:00+00
2310,LARCENY,1708 US THEFT OF MAIL,5,5C,2021/03/07 16:55:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,2021/06/26 04:35:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,2021/06/21 02:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5B,2021/06/27 21:30:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/07/03 04:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4C,2021/06/24 22:50:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/06/12 15:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/06/23 01:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/06/17 08:45:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/06/19 18:31:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/23 05:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4A,2021/06/18 14:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/06/23 10:35:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/23 01:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3A,2021/06/24 03:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/06/22 13:04:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2B,2021/06/12 00:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4C,2021/06/22 19:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4C,2021/06/17 00:01:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/29 04:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/29 17:55:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,2021/06/14 11:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,2021/06/30 03:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/30 02:30:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,2021/06/30 22:20:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/06/29 03:23:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,2021/06/28 06:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4C,2021/06/23 07:05:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,2021/06/27 01:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/05/24 13:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,2021/06/27 17:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3A,2021/06/28 07:00:00+00
2310,LARCENY,1708 US THEFT OF MAIL,1,1A,2021/06/14 12:30:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6D,2021/06/26 21:00:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1C,2021/06/27 01:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/26 19:30:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,2021/06/30 19:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,2021/06/27 05:26:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,2021/06/27 07:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,2021/06/30 10:17:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6E,2021/07/01 21:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,2021/06/15 01:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,2021/07/01 07:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/06/30 21:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,2021/07/01 15:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5B,2021/05/26 07:25:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/06/30 20:30:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6C,2021/06/30 09:00:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2C,2021/06/30 17:15:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/06/30 01:59:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4A,2021/06/30 03:07:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/06/29 12:56:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/06/29 22:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5B,2021/03/10 16:15:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/06/29 12:35:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/06/28 21:28:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/06/29 23:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/19 12:30:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,2021/06/14 07:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/06/29 12:40:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4B,2021/06/29 09:30:00+00
2399,LARCENY,484 PC PETTY THEFT,1,1A,2021/06/25 22:12:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4A,2021/06/13 07:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5A,2021/06/25 09:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/26 00:25:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/26 14:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/26 12:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/06/23 00:25:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/06/24 21:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4C,2021/06/22 00:45:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6D,2021/06/25 15:30:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/06/09 18:45:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,2021/06/18 15:37:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,2021/06/19 21:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,2021/06/24 13:20:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6E,2021/06/24 13:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1B,2021/06/21 15:00:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5A,2021/06/20 16:00:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,2021/06/08 09:30:00+00
2604,FRAUD,530.5(C)(1) POSS PERS ID/DEFRD,6,6E,2021/06/24 17:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4A,2021/06/21 04:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/09 12:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1B,2021/06/25 03:30:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,2021/06/24 14:25:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3A,2021/06/23 13:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,2021/06/23 08:00:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,2021/07/03 01:03:00+00
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2C,2021/07/03 15:16:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,2021/07/03 09:42:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,6,6A,2021/07/03 05:25:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6B,2021/06/26 15:58:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,2021/06/24 12:53:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,2021/06/27 20:58:00+00
2099,ARSON,451(B) PC ARSON OF INHAB STRUC,2,2C,2021/07/03 13:51:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/06/27 22:06:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,2021/06/28 21:58:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,2021/06/28 23:53:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/07/03 09:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,2021/06/29 01:23:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/06/28 13:34:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,2021/06/28 21:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,2021/06/29 07:34:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,2021/06/27 20:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/07/02 19:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,2021/06/29 18:15:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,2021/06/29 19:23:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,2021/06/24 07:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,2021/06/14 09:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,2021/02/01 22:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,2021/07/02 23:30:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,2021/07/03 03:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,2021/07/03 19:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,2021/07/03 11:45:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,2021/07/03 04:13:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,2021/07/02 22:26:00+00
1399,BATTERY,243(C)(1) BATTERY EMERG PERSON,6,6B,2021/07/03 02:55:00+00
3522,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,6,6E,2021/07/03 00:41:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,2021/07/02 17:51:00+00
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2C,2021/07/03 00:06:00+00
4801,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3B,2021/07/02 15:27:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,2021/07/02 09:50:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2B,2021/06/20 04:34:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/04/25 19:37:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,2021/06/23 01:24:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,2021/06/23 22:42:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,2021/06/28 20:26:00+00
5404,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,3,3B,2021/07/03 08:55:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,2021/07/02 20:32:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,2021/07/03 16:24:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,4,4C,2021/05/26 10:04:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,2021/07/03 23:22:00+00
7399,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,4,4A,2021/07/04 00:48:00+00
3599,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,2,2B,2021/07/04 01:30:00+00
7399,SAC CITY CODE,9.04.050(C) OPEN CONT ADJ PROP,3,3B,2021/07/04 07:41:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,6,6B,2021/07/04 04:22:00+00
2604,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2B,2021/07/04 01:55:00+00
3599,NARCOTICS,4573.5 BRING DRUGS INTO JAIL,3,3B,2021/07/04 00:24:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2C,2021/07/01 01:58:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,2021/07/03 17:13:00+00
4803,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,4,4B,2021/07/03 12:19:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,2021/07/02 20:00:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,2021/07/01 15:00:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6E,2021/07/03 20:57:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,2021/05/08 13:30:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,2021/05/08 23:25:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,2021/07/03 20:18:00+00
